clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,decode_backend,cut_backend,run_id,url,title,channel,program_id,episode_id,canonical_source_id
Pj0KGAllzfs_s0000838114_e0000840190,Pj0KGAllzfs,838.114,840.19,2.076,1.0,1.0,15.35,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000838114_e0000840190.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000840866_e0000844670,Pj0KGAllzfs,840.866,844.67,3.804,1.0,1.0,14.25,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000840866_e0000844670.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000845570_e0000849630,Pj0KGAllzfs,845.57,849.63,4.06,1.0,1.0,15.94,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000845570_e0000849630.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000852962_e0000859934,Pj0KGAllzfs,852.962,859.934,6.972,1.0,1.0,14.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000852962_e0000859934.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000863490_e0000873982,Pj0KGAllzfs,863.49,873.982,10.492,1.0,1.0,15.96,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000863490_e0000873982.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000878338_e0000881150,Pj0KGAllzfs,878.338,881.15,2.812,1.0,1.0,15.53,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000878338_e0000881150.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000892290_e0000895870,Pj0KGAllzfs,892.29,895.87,3.58,1.0,1.0,13.53,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000892290_e0000895870.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000897282_e0000899486,Pj0KGAllzfs,897.282,899.486,2.204,1.0,1.0,14.13,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000897282_e0000899486.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000916962_e0000920446,Pj0KGAllzfs,916.962,920.446,3.484,1.0,1.0,11.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000916962_e0000920446.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000924834_e0000931486,Pj0KGAllzfs,924.834,931.486,6.652,1.0,1.0,12.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000924834_e0000931486.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000936002_e0000938078,Pj0KGAllzfs,936.002,938.078,2.076,1.0,1.0,13.49,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000936002_e0000938078.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000938306_e0000940350,Pj0KGAllzfs,938.306,940.35,2.044,1.0,1.0,14.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000938306_e0000940350.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000940770_e0000944350,Pj0KGAllzfs,940.77,944.35,3.58,1.0,1.0,12.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000940770_e0000944350.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000944962_e0000950430,Pj0KGAllzfs,944.962,950.43,5.468,1.0,1.0,13.62,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000944962_e0000950430.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000950978_e0000955038,Pj0KGAllzfs,950.978,955.038,4.06,1.0,1.0,13.97,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000950978_e0000955038.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000955394_e0000958078,Pj0KGAllzfs,955.394,958.078,2.684,1.0,1.0,13.44,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000955394_e0000958078.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000958338_e0000963422,Pj0KGAllzfs,958.338,963.422,5.084,1.0,1.0,12.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000958338_e0000963422.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000964194_e0000969406,Pj0KGAllzfs,964.194,969.406,5.212,1.0,1.0,14.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000964194_e0000969406.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000971970_e0000975582,Pj0KGAllzfs,971.97,975.582,3.612,1.0,1.0,14.53,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000971970_e0000975582.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000976002_e0000980478,Pj0KGAllzfs,976.002,980.478,4.476,1.0,1.0,17.59,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000976002_e0000980478.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000980738_e0000982974,Pj0KGAllzfs,980.738,982.974,2.236,1.0,1.0,15.36,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000980738_e0000982974.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000983234_e0000988062,Pj0KGAllzfs,983.234,988.062,4.828,1.0,1.0,15.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000983234_e0000988062.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000988418_e0000990782,Pj0KGAllzfs,988.418,990.782,2.364,1.0,1.0,16.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000988418_e0000990782.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000991586_e0000995838,Pj0KGAllzfs,991.586,995.838,4.252,1.0,1.0,17.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000991586_e0000995838.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0000996098_e0001000926,Pj0KGAllzfs,996.098,1000.926,4.828,1.0,1.0,14.85,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000996098_e0001000926.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001001026_e0001011934,Pj0KGAllzfs,1001.026,1011.934,10.908,1.0,1.0,17.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001001026_e0001011934.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001012322_e0001015230,Pj0KGAllzfs,1012.322,1015.23,2.908,1.0,1.0,15.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001012322_e0001015230.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001016066_e0001019966,Pj0KGAllzfs,1016.066,1019.966,3.9,1.0,1.0,12.94,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001016066_e0001019966.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001020514_e0001026558,Pj0KGAllzfs,1020.514,1026.558,6.044,1.0,1.0,14.47,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001020514_e0001026558.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001027266_e0001033182,Pj0KGAllzfs,1027.266,1033.182,5.916,1.0,1.0,13.47,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001027266_e0001033182.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001033314_e0001036414,Pj0KGAllzfs,1033.314,1036.414,3.1,1.0,1.0,14.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001033314_e0001036414.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001037218_e0001042590,Pj0KGAllzfs,1037.218,1042.59,5.372,1.0,1.0,17.14,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001037218_e0001042590.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001042754_e0001045470,Pj0KGAllzfs,1042.754,1045.47,2.716,1.0,1.0,18.75,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001042754_e0001045470.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001045666_e0001047806,Pj0KGAllzfs,1045.666,1047.806,2.14,1.0,1.0,17.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001045666_e0001047806.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001048034_e0001051038,Pj0KGAllzfs,1048.034,1051.038,3.004,1.0,1.0,13.81,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001048034_e0001051038.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001051298_e0001055934,Pj0KGAllzfs,1051.298,1055.934,4.636,1.0,1.0,12.79,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001051298_e0001055934.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001062594_e0001068958,Pj0KGAllzfs,1062.594,1068.958,6.364,1.0,1.0,14.66,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001062594_e0001068958.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001071202_e0001074334,Pj0KGAllzfs,1071.202,1074.334,3.132,1.0,1.0,14.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001071202_e0001074334.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001093058_e0001095262,Pj0KGAllzfs,1093.058,1095.262,2.204,1.0,1.0,15.29,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001093058_e0001095262.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001095618_e0001099678,Pj0KGAllzfs,1095.618,1099.678,4.06,1.0,1.0,15.3,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001095618_e0001099678.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001099810_e0001103230,Pj0KGAllzfs,1099.81,1103.23,3.42,1.0,1.0,14.31,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001099810_e0001103230.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001103842_e0001106462,Pj0KGAllzfs,1103.842,1106.462,2.62,1.0,1.0,14.18,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001103842_e0001106462.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001112770_e0001115166,Pj0KGAllzfs,1112.77,1115.166,2.396,1.0,1.0,13.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001112770_e0001115166.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001115618_e0001120958,Pj0KGAllzfs,1115.618,1120.958,5.34,1.0,1.0,12.56,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001115618_e0001120958.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001123298_e0001125534,Pj0KGAllzfs,1123.298,1125.534,2.236,1.0,1.0,13.38,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001123298_e0001125534.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001128994_e0001135038,Pj0KGAllzfs,1128.994,1135.038,6.044,1.0,1.0,13.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001128994_e0001135038.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001137538_e0001143166,Pj0KGAllzfs,1137.538,1143.166,5.628,1.0,1.0,14.05,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001137538_e0001143166.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001146754_e0001151422,Pj0KGAllzfs,1146.754,1151.422,4.668,1.0,1.0,16.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001146754_e0001151422.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001152674_e0001157630,Pj0KGAllzfs,1152.674,1157.63,4.956,1.0,1.0,17.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001152674_e0001157630.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001157730_e0001159998,Pj0KGAllzfs,1157.73,1159.998,2.268,1.0,1.0,14.97,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001157730_e0001159998.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001163746_e0001168798,Pj0KGAllzfs,1163.746,1168.798,5.052,1.0,1.0,15.61,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001163746_e0001168798.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001169954_e0001172318,Pj0KGAllzfs,1169.954,1172.318,2.364,1.0,1.0,13.96,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001169954_e0001172318.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001172514_e0001174878,Pj0KGAllzfs,1172.514,1174.878,2.364,1.0,1.0,12.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001172514_e0001174878.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001175298_e0001179038,Pj0KGAllzfs,1175.298,1179.038,3.74,1.0,1.0,11.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001175298_e0001179038.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001179906_e0001183550,Pj0KGAllzfs,1179.906,1183.55,3.644,1.0,1.0,13.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001179906_e0001183550.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001185474_e0001188734,Pj0KGAllzfs,1185.474,1188.734,3.26,1.0,1.0,12.34,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001185474_e0001188734.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001195586_e0001199262,Pj0KGAllzfs,1195.586,1199.262,3.676,1.0,1.0,17.42,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001195586_e0001199262.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001207106_e0001209662,Pj0KGAllzfs,1207.106,1209.662,2.556,1.0,1.0,11.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001207106_e0001209662.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001225410_e0001232254,Pj0KGAllzfs,1225.41,1232.254,6.844,1.0,1.0,15.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001225410_e0001232254.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001233282_e0001238302,Pj0KGAllzfs,1233.282,1238.302,5.02,1.0,1.0,11.79,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001233282_e0001238302.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001238498_e0001242526,Pj0KGAllzfs,1238.498,1242.526,4.028,1.0,1.0,13.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001238498_e0001242526.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001243810_e0001248638,Pj0KGAllzfs,1243.81,1248.638,4.828,1.0,1.0,13.63,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001243810_e0001248638.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001253858_e0001257118,Pj0KGAllzfs,1253.858,1257.118,3.26,1.0,1.0,13.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001253858_e0001257118.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001259650_e0001262558,Pj0KGAllzfs,1259.65,1262.558,2.908,1.0,1.0,16.45,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001259650_e0001262558.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001262722_e0001265182,Pj0KGAllzfs,1262.722,1265.182,2.46,1.0,1.0,10.82,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001262722_e0001265182.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001265858_e0001271006,Pj0KGAllzfs,1265.858,1271.006,5.148,1.0,1.0,12.13,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001265858_e0001271006.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001271106_e0001273694,Pj0KGAllzfs,1271.106,1273.694,2.588,1.0,1.0,13.12,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001271106_e0001273694.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001275266_e0001277886,Pj0KGAllzfs,1275.266,1277.886,2.62,1.0,1.0,14.76,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001275266_e0001277886.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001278178_e0001280702,Pj0KGAllzfs,1278.178,1280.702,2.524,1.0,1.0,11.95,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001278178_e0001280702.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
Pj0KGAllzfs_s0001283874_e0001286558,Pj0KGAllzfs,1283.874,1286.558,2.684,1.0,1.0,11.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001283874_e0001286558.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,
