clip_id,source_video,start_time,end_time,duration,face_ratio,speech_ratio,snr,file_path,tier,has_cut_meta,decode_backend,cut_backend,run_id,url,title,channel,program_id,episode_id,canonical_source_id,decision
OCjAl_U1JMk_s0000876706_e0000882526,OCjAl_U1JMk,876.706,882.526,5.82,1.0,1.0,9.91,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000876706_e0000882526.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0000908546_e0000914526,OCjAl_U1JMk,908.546,914.526,5.98,1.0,1.0,10.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000908546_e0000914526.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0000914626_e0000919134,OCjAl_U1JMk,914.626,919.134,4.508,1.0,1.0,10.21,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000914626_e0000919134.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0000931234_e0000933406,OCjAl_U1JMk,931.234,933.406,2.172,1.0,1.0,14.24,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000931234_e0000933406.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0000934626_e0000937502,OCjAl_U1JMk,934.626,937.502,2.876,1.0,1.0,10.95,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000934626_e0000937502.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0000939074_e0000947902,OCjAl_U1JMk,939.074,947.902,8.828,1.0,1.0,6.95,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000939074_e0000947902.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0000948642_e0000955326,OCjAl_U1JMk,948.642,955.326,6.684,1.0,1.0,10.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000948642_e0000955326.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0000955618_e0000961598,OCjAl_U1JMk,955.618,961.598,5.98,1.0,1.0,8.67,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000955618_e0000961598.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0000971746_e0000973982,OCjAl_U1JMk,971.746,973.982,2.236,1.0,1.0,7.84,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000971746_e0000973982.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0000974306_e0000981950,OCjAl_U1JMk,974.306,981.95,7.644,1.0,1.0,8.8,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000974306_e0000981950.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0000982050_e0000987134,OCjAl_U1JMk,982.05,987.134,5.084,1.0,1.0,5.65,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000982050_e0000987134.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0000987490_e0000990078,OCjAl_U1JMk,987.49,990.078,2.588,1.0,1.0,8.74,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000987490_e0000990078.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0000990466_e0000996158,OCjAl_U1JMk,990.466,996.158,5.692,1.0,1.0,8.9,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0000990466_e0000996158.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001008482_e0001013482,OCjAl_U1JMk,1008.482,1013.482,5.0,1.0,1.0,8.98,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001008482_e0001013482.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001012482_e0001017482,OCjAl_U1JMk,1012.482,1017.482,5.0,1.0,1.0,10.73,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001012482_e0001017482.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001021794_e0001026078,OCjAl_U1JMk,1021.794,1026.078,4.284,1.0,1.0,13.02,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001021794_e0001026078.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001026210_e0001033310,OCjAl_U1JMk,1026.21,1033.31,7.1,1.0,1.0,12.04,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001026210_e0001033310.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001037890_e0001040958,OCjAl_U1JMk,1037.89,1040.958,3.068,1.0,1.0,10.94,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001037890_e0001040958.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001041122_e0001046622,OCjAl_U1JMk,1041.122,1046.622,5.5,1.0,1.0,12.0,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001041122_e0001046622.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001054850_e0001059850,OCjAl_U1JMk,1054.85,1059.85,5.0,1.0,1.0,8.89,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001054850_e0001059850.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001060578_e0001066814,OCjAl_U1JMk,1060.578,1066.814,6.236,1.0,1.0,10.08,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001060578_e0001066814.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001076098_e0001080030,OCjAl_U1JMk,1076.098,1080.03,3.932,1.0,1.0,11.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001076098_e0001080030.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001099650_e0001106366,OCjAl_U1JMk,1099.65,1106.366,6.716,1.0,1.0,11.68,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001099650_e0001106366.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001138146_e0001142270,OCjAl_U1JMk,1138.146,1142.27,4.124,1.0,1.0,12.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001138146_e0001142270.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001163874_e0001169662,OCjAl_U1JMk,1163.874,1169.662,5.788,1.0,1.0,10.99,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001163874_e0001169662.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001169986_e0001176350,OCjAl_U1JMk,1169.986,1176.35,6.364,1.0,1.0,13.01,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001169986_e0001176350.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001176834_e0001182750,OCjAl_U1JMk,1176.834,1182.75,5.916,1.0,1.0,11.41,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001176834_e0001182750.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001182914_e0001184990,OCjAl_U1JMk,1182.914,1184.99,2.076,1.0,1.0,12.36,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001182914_e0001184990.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001185954_e0001190954,OCjAl_U1JMk,1185.954,1190.954,5.0,1.0,1.0,11.57,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001185954_e0001190954.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001193954_e0001198954,OCjAl_U1JMk,1193.954,1198.954,5.0,1.0,1.0,12.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001193954_e0001198954.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001200706_e0001206270,OCjAl_U1JMk,1200.706,1206.27,5.564,1.0,1.0,11.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001200706_e0001206270.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001210498_e0001212734,OCjAl_U1JMk,1210.498,1212.734,2.236,1.0,1.0,12.03,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001210498_e0001212734.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001215842_e0001217918,OCjAl_U1JMk,1215.842,1217.918,2.076,1.0,1.0,13.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001215842_e0001217918.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001225570_e0001227870,OCjAl_U1JMk,1225.57,1227.87,2.3,1.0,1.0,10.51,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001225570_e0001227870.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001253986_e0001256798,OCjAl_U1JMk,1253.986,1256.798,2.812,1.0,1.0,10.33,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001253986_e0001256798.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001256930_e0001260766,OCjAl_U1JMk,1256.93,1260.766,3.836,1.0,1.0,10.97,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001256930_e0001260766.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001276546_e0001279454,OCjAl_U1JMk,1276.546,1279.454,2.908,1.0,1.0,9.96,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001276546_e0001279454.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001282914_e0001285758,OCjAl_U1JMk,1282.914,1285.758,2.844,1.0,1.0,11.55,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001282914_e0001285758.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001286114_e0001288222,OCjAl_U1JMk,1286.114,1288.222,2.108,1.0,1.0,12.14,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001286114_e0001288222.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001297506_e0001302506,OCjAl_U1JMk,1297.506,1302.506,5.0,1.0,1.0,13.2,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001297506_e0001302506.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001303778_e0001308126,OCjAl_U1JMk,1303.778,1308.126,4.348,1.0,1.0,11.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001303778_e0001308126.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001308354_e0001312030,OCjAl_U1JMk,1308.354,1312.03,3.676,1.0,1.0,11.11,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001308354_e0001312030.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001312162_e0001319102,OCjAl_U1JMk,1312.162,1319.102,6.94,1.0,1.0,11.26,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001312162_e0001319102.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001327426_e0001335262,OCjAl_U1JMk,1327.426,1335.262,7.836,1.0,1.0,10.71,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001327426_e0001335262.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001335714_e0001339230,OCjAl_U1JMk,1335.714,1339.23,3.516,1.0,1.0,12.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001335714_e0001339230.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001340674_e0001345406,OCjAl_U1JMk,1340.674,1345.406,4.732,1.0,1.0,11.28,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001340674_e0001345406.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001356034_e0001360510,OCjAl_U1JMk,1356.034,1360.51,4.476,1.0,1.0,12.39,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001356034_e0001360510.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001360738_e0001362750,OCjAl_U1JMk,1360.738,1362.75,2.012,1.0,1.0,11.06,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001360738_e0001362750.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001368002_e0001370110,OCjAl_U1JMk,1368.002,1370.11,2.108,1.0,1.0,13.7,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001368002_e0001370110.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
OCjAl_U1JMk_s0001384610_e0001386654,OCjAl_U1JMk,1384.61,1386.654,2.044,1.0,1.0,13.45,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\OCjAl_U1JMk_s0001384610_e0001386654.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=OCjAl_U1JMk,,,,,,keep
Pj0KGAllzfs_s0000045730_e0000051582,Pj0KGAllzfs,45.73,51.582,5.852,1.0,1.0,15.45,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000045730_e0000051582.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000055874_e0000060874,Pj0KGAllzfs,55.874,60.874,5.0,1.0,1.0,16.13,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000055874_e0000060874.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000075874_e0000080874,Pj0KGAllzfs,75.874,80.874,5.0,1.0,1.0,13.72,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000075874_e0000080874.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000107298_e0000114974,Pj0KGAllzfs,107.298,114.974,7.676,1.0,1.0,12.52,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000107298_e0000114974.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000343618_e0000349854,Pj0KGAllzfs,343.618,349.854,6.236,1.0,1.0,13.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000343618_e0000349854.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000397570_e0000401310,Pj0KGAllzfs,397.57,401.31,3.74,1.0,1.0,13.32,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000397570_e0000401310.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000430626_e0000435646,Pj0KGAllzfs,430.626,435.646,5.02,1.0,1.0,13.19,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000430626_e0000435646.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000457570_e0000462078,Pj0KGAllzfs,457.57,462.078,4.508,1.0,1.0,10.65,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000457570_e0000462078.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000498594_e0000504318,Pj0KGAllzfs,498.594,504.318,5.724,1.0,1.0,14.07,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000498594_e0000504318.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000517090_e0000522974,Pj0KGAllzfs,517.09,522.974,5.884,1.0,1.0,15.15,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000517090_e0000522974.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000574178_e0000576190,Pj0KGAllzfs,574.178,576.19,2.012,1.0,1.0,13.73,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000574178_e0000576190.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000687362_e0000690750,Pj0KGAllzfs,687.362,690.75,3.388,1.0,1.0,14.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000687362_e0000690750.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000694466_e0000701022,Pj0KGAllzfs,694.466,701.022,6.556,1.0,1.0,13.88,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000694466_e0000701022.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000761826_e0000765662,Pj0KGAllzfs,761.826,765.662,3.836,1.0,1.0,13.07,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000761826_e0000765662.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0000833730_e0000837886,Pj0KGAllzfs,833.73,837.886,4.156,1.0,1.0,15.83,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0000833730_e0000837886.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0001179906_e0001183550,Pj0KGAllzfs,1179.906,1183.55,3.644,1.0,1.0,13.27,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001179906_e0001183550.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0001238498_e0001242526,Pj0KGAllzfs,1238.498,1242.526,4.028,1.0,1.0,13.1,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001238498_e0001242526.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0001253858_e0001257118,Pj0KGAllzfs,1253.858,1257.118,3.26,1.0,1.0,13.43,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001253858_e0001257118.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
Pj0KGAllzfs_s0001259650_e0001262558,Pj0KGAllzfs,1259.65,1262.558,2.908,1.0,1.0,16.45,E:\FPTU\PRJ\VN-AV-DF-Capstone\data\real\dataset_v1\cut_cut_001\podcast\0_18\media\Pj0KGAllzfs_s0001259650_e0001262558.mp4,podcast,1,cpu,libx264,cut_001,https://www.youtube.com/watch?v=Pj0KGAllzfs,,,,,,keep
