clip_id,feature_path,label,method,speaker_id,t_mouth,t_w2v,t_prosody,status
jInLQAiBlVQ_clip0000_t00008_rev754ms_crf30,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0000_t00008_rev754ms_crf30.pt,1,frame_reverse,396,240,478,953,ok
jInLQAiBlVQ_clip0026_t00536_rev417ms_crf30,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0026_t00536_rev417ms_crf30.pt,1,frame_reverse,396,125,247,491,ok
jInLQAiBlVQ_clip0045_t00755_rev554ms_crf40,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0045_t00755_rev554ms_crf40.pt,1,frame_reverse,396,103,204,405,ok
0PsGwmgAI-k_clip0022_t00502_rev499ms_crf30,archive/pilot_v1/04_features_pilot\0PsGwmgAI-k_clip0022_t00502_rev499ms_crf30.pt,1,frame_reverse,400,77,150,298,ok
0PsGwmgAI-k_clip0026_t00618_rev392ms_crf40,archive/pilot_v1/04_features_pilot\0PsGwmgAI-k_clip0026_t00618_rev392ms_crf40.pt,1,frame_reverse,400,144,285,568,ok
0PsGwmgAI-k_clip0028_t00686_rev902ms_crf35,archive/pilot_v1/04_features_pilot\0PsGwmgAI-k_clip0028_t00686_rev902ms_crf35.pt,1,frame_reverse,400,118,234,466,ok
F1JQOFSjVZg_clip0009_t00117_rev609ms_crf23,archive/pilot_v1/04_features_pilot\F1JQOFSjVZg_clip0009_t00117_rev609ms_crf23.pt,1,frame_reverse,401,103,205,407,ok
F1JQOFSjVZg_clip0043_t00478_rev414ms_crf23,archive/pilot_v1/04_features_pilot\F1JQOFSjVZg_clip0043_t00478_rev414ms_crf23.pt,1,frame_reverse,401,66,130,259,ok
F1JQOFSjVZg_clip0045_t00486_rev573ms_crf35,archive/pilot_v1/04_features_pilot\F1JQOFSjVZg_clip0045_t00486_rev573ms_crf35.pt,1,frame_reverse,401,75,149,296,ok
F1JQOFSjVZg_clip0051_t00593_rev779ms_crf40,archive/pilot_v1/04_features_pilot\F1JQOFSjVZg_clip0051_t00593_rev779ms_crf40.pt,1,frame_reverse,401,84,166,331,ok
hjEoiiSe0is_clip0048_t00658_rev539ms_crf35,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0048_t00658_rev539ms_crf35.pt,1,frame_reverse,402,66,130,259,ok
7640076740022390036_clip0003_t00034_rev631ms_crf40,archive/pilot_v1/04_features_pilot\7640076740022390036_clip0003_t00034_rev631ms_crf40.pt,1,frame_reverse,410,52,100,199,ok
FufWLL1IIrQ_clip0090_t00558_rev740ms_crf35,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0090_t00558_rev740ms_crf35.pt,1,frame_reverse,411,71,139,275,ok
FufWLL1IIrQ_clip0092_t00567_rev477ms_crf30,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0092_t00567_rev477ms_crf30.pt,1,frame_reverse,411,159,316,630,ok
CklYiLA4DZc_clip0017_t00323_rev733ms_crf30,archive/pilot_v1/04_features_pilot\CklYiLA4DZc_clip0017_t00323_rev733ms_crf30.pt,1,frame_reverse,412,58,114,226,ok
qh78i88JEiU_clip0030_t00256_rev998ms_crf40,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0030_t00256_rev998ms_crf40.pt,1,frame_reverse,415,68,135,268,ok
Xigg3vUV2Gw_clip0007_t00069_rev987ms_crf40,archive/pilot_v1/04_features_pilot\Xigg3vUV2Gw_clip0007_t00069_rev987ms_crf40.pt,1,frame_reverse,418,73,142,282,ok
qh78i88JEiU_clip0032_t00324_rev830ms_crf35,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0032_t00324_rev830ms_crf35.pt,1,frame_reverse,419,248,495,988,ok
gHsxuixSqz0_clip0068_t00744_rev782ms_crf35,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0068_t00744_rev782ms_crf35.pt,1,frame_reverse,421,124,247,491,ok
FufWLL1IIrQ_clip0071_t00444_rev507ms_crf35,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0071_t00444_rev507ms_crf35.pt,1,frame_reverse,427,109,215,428,ok
FufWLL1IIrQ_clip0072_t00449_rev557ms_crf30,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0072_t00449_rev557ms_crf30.pt,1,frame_reverse,427,216,429,856,ok
FufWLL1IIrQ_clip0076_t00474_rev467ms_crf30,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0076_t00474_rev467ms_crf30.pt,1,frame_reverse,427,90,177,352,ok
Xigg3vUV2Gw_clip0027_t00243_rev729ms_crf23,archive/pilot_v1/04_features_pilot\Xigg3vUV2Gw_clip0027_t00243_rev729ms_crf23.pt,1,frame_reverse,430,53,104,205,ok
AJ7t8LnesSA_clip0005_t00077_rev350ms_crf30,archive/pilot_v1/04_features_pilot\AJ7t8LnesSA_clip0005_t00077_rev350ms_crf30.pt,1,frame_reverse,436,130,258,514,ok
AJ7t8LnesSA_clip0007_t00211_rev923ms_crf35,archive/pilot_v1/04_features_pilot\AJ7t8LnesSA_clip0007_t00211_rev923ms_crf35.pt,1,frame_reverse,436,232,462,923,ok
RoXXg62YfpM_clip0013_t00114_rev738ms_crf23,archive/pilot_v1/04_features_pilot\RoXXg62YfpM_clip0013_t00114_rev738ms_crf23.pt,1,frame_reverse,438,88,172,342,ok
7629321559143894293_clip0000_t00004_rev766ms_crf40,archive/pilot_v1/04_features_pilot\7629321559143894293_clip0000_t00004_rev766ms_crf40.pt,1,frame_reverse,440,53,104,205,ok
gHsxuixSqz0_clip0058_t00639_rev610ms_crf23,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0058_t00639_rev610ms_crf23.pt,1,frame_reverse,441,62,122,243,ok
gHsxuixSqz0_clip0059_t00660_rev521ms_crf40,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0059_t00660_rev521ms_crf40.pt,1,frame_reverse,441,50,99,196,ok
8cirZ7Q19mg_clip0009_t00193_rev493ms_crf23,archive/pilot_v1/04_features_pilot\8cirZ7Q19mg_clip0009_t00193_rev493ms_crf23.pt,1,frame_reverse,450,75,149,296,ok
8cirZ7Q19mg_clip0014_t00221_rev463ms_crf23,archive/pilot_v1/04_features_pilot\8cirZ7Q19mg_clip0014_t00221_rev463ms_crf23.pt,1,frame_reverse,450,62,122,243,ok
8cirZ7Q19mg_clip0017_t00231_rev807ms_crf40,archive/pilot_v1/04_features_pilot\8cirZ7Q19mg_clip0017_t00231_rev807ms_crf40.pt,1,frame_reverse,450,50,99,196,ok
8cirZ7Q19mg_clip0029_t00294_rev568ms_crf23,archive/pilot_v1/04_features_pilot\8cirZ7Q19mg_clip0029_t00294_rev568ms_crf23.pt,1,frame_reverse,450,68,135,268,ok
ijoyJhqD740_clip0022_t00357_rev329ms_crf40,archive/pilot_v1/04_features_pilot\ijoyJhqD740_clip0022_t00357_rev329ms_crf40.pt,1,frame_reverse,451,51,100,199,ok
9fvi4IXr6rQ_clip0068_t00622_rev503ms_crf40,archive/pilot_v1/04_features_pilot\9fvi4IXr6rQ_clip0068_t00622_rev503ms_crf40.pt,1,frame_reverse,453,104,207,412,ok
0-fu0N-npmg_clip0047_t00668_rev472ms_crf35,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0047_t00668_rev472ms_crf35.pt,1,frame_reverse,457,124,247,491,ok
usfv-YmWPBs_clip0062_t00996_rev947ms_crf35,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0062_t00996_rev947ms_crf35.pt,1,frame_reverse,458,65,128,254,ok
qh78i88JEiU_clip0011_t00145_rev610ms_crf35,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0011_t00145_rev610ms_crf35.pt,1,frame_reverse,459,75,149,296,ok
qh78i88JEiU_clip0013_t00153_rev440ms_crf30,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0013_t00153_rev440ms_crf30.pt,1,frame_reverse,459,119,236,470,ok
XwMwDTPAyAo_clip0007_t00077_rev399ms_crf35,archive/pilot_v1/04_features_pilot\XwMwDTPAyAo_clip0007_t00077_rev399ms_crf35.pt,1,frame_reverse,465,135,269,535,ok
XwMwDTPAyAo_clip0009_t00098_rev313ms_crf30,archive/pilot_v1/04_features_pilot\XwMwDTPAyAo_clip0009_t00098_rev313ms_crf30.pt,1,frame_reverse,465,108,215,428,ok
XwMwDTPAyAo_clip0019_t00345_rev852ms_crf35,archive/pilot_v1/04_features_pilot\XwMwDTPAyAo_clip0019_t00345_rev852ms_crf35.pt,1,frame_reverse,465,124,247,491,ok
XwMwDTPAyAo_clip0025_t00424_rev337ms_crf40,archive/pilot_v1/04_features_pilot\XwMwDTPAyAo_clip0025_t00424_rev337ms_crf40.pt,1,frame_reverse,465,189,377,751,ok
XwMwDTPAyAo_clip0026_t00432_rev306ms_crf30,archive/pilot_v1/04_features_pilot\XwMwDTPAyAo_clip0026_t00432_rev306ms_crf30.pt,1,frame_reverse,465,84,166,331,ok
XwMwDTPAyAo_clip0041_t00643_rev762ms_crf30,archive/pilot_v1/04_features_pilot\XwMwDTPAyAo_clip0041_t00643_rev762ms_crf30.pt,1,frame_reverse,465,86,171,340,ok
I-uqcg6HtaQ_clip0011_t00129_rev566ms_crf23,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0011_t00129_rev566ms_crf23.pt,1,frame_reverse,466,139,277,551,ok
I-uqcg6HtaQ_clip0026_t00208_rev370ms_crf23,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0026_t00208_rev370ms_crf23.pt,1,frame_reverse,466,221,440,879,ok
I-uqcg6HtaQ_clip0030_t00271_rev907ms_crf40,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0030_t00271_rev907ms_crf40.pt,1,frame_reverse,466,124,247,491,ok
I-uqcg6HtaQ_clip0054_t00545_rev621ms_crf40,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0054_t00545_rev621ms_crf40.pt,1,frame_reverse,466,135,269,535,ok
I-uqcg6HtaQ_clip0058_t00636_rev671ms_crf23,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0058_t00636_rev671ms_crf23.pt,1,frame_reverse,466,54,107,212,ok
I-uqcg6HtaQ_clip0060_t00701_rev575ms_crf23,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0060_t00701_rev575ms_crf23.pt,1,frame_reverse,466,90,179,356,ok
UnodrLYWJYI_clip0033_t00368_rev860ms_crf35,archive/pilot_v1/04_features_pilot\UnodrLYWJYI_clip0033_t00368_rev860ms_crf35.pt,1,frame_reverse,466,173,342,681,ok
FufWLL1IIrQ_clip0037_t00218_rev690ms_crf30,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0037_t00218_rev690ms_crf30.pt,1,frame_reverse,467,115,227,452,ok
FufWLL1IIrQ_clip0039_t00230_rev916ms_crf23,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0039_t00230_rev916ms_crf23.pt,1,frame_reverse,467,73,144,287,ok
0rNleOYzisw_clip0072_t01119_rev652ms_crf23,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0072_t01119_rev652ms_crf23.pt,1,frame_reverse,471,291,581,1160,ok
7644036312223223058_clip0005_t00031_rev396ms_crf35,archive/pilot_v1/04_features_pilot\7644036312223223058_clip0005_t00031_rev396ms_crf35.pt,1,frame_reverse,475,188,374,747,ok
wKaFsRX95YY_clip0022_t00239_rev815ms_crf23,archive/pilot_v1/04_features_pilot\wKaFsRX95YY_clip0022_t00239_rev815ms_crf23.pt,1,frame_reverse,478,64,127,252,ok
7636689448880721173_clip0007_t00045_rev879ms_crf40,archive/pilot_v1/04_features_pilot\7636689448880721173_clip0007_t00045_rev879ms_crf40.pt,1,frame_reverse,482,67,130,259,ok
0-fu0N-npmg_clip0013_t00170_rev616ms_crf23,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0013_t00170_rev616ms_crf23.pt,1,frame_reverse,483,51,100,199,ok
I-uqcg6HtaQ_clip0028_t00244_rev379ms_crf30,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0028_t00244_rev379ms_crf30.pt,1,frame_reverse,485,124,247,491,ok
y3vBfCdY2tQ_clip0029_t00288_rev956ms_crf23,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0029_t00288_rev956ms_crf23.pt,1,frame_reverse,486,191,381,760,ok
y3vBfCdY2tQ_clip0030_t00296_rev395ms_crf23,archive/pilot_v1/04_features_pilot\y3vBfCdY2tQ_clip0030_t00296_rev395ms_crf23.pt,1,frame_reverse,486,97,193,384,ok
7URysGbqZ1w_clip0005_t00026_rev565ms_crf23,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0005_t00026_rev565ms_crf23.pt,1,frame_reverse,495,88,172,342,ok
7URysGbqZ1w_clip0013_t00085_rev405ms_crf35,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0013_t00085_rev405ms_crf35.pt,1,frame_reverse,495,72,141,280,ok
7URysGbqZ1w_clip0018_t00112_rev425ms_crf40,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0018_t00112_rev425ms_crf40.pt,1,frame_reverse,495,82,161,319,ok
7URysGbqZ1w_clip0034_t00199_rev392ms_crf23,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0034_t00199_rev392ms_crf23.pt,1,frame_reverse,495,92,180,359,ok
7URysGbqZ1w_clip0047_t00271_rev918ms_crf35,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0047_t00271_rev918ms_crf35.pt,1,frame_reverse,495,148,292,582,ok
7URysGbqZ1w_clip0053_t00309_rev587ms_crf40,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0053_t00309_rev587ms_crf40.pt,1,frame_reverse,495,66,128,254,ok
7URysGbqZ1w_clip0079_t00467_rev944ms_crf40,archive/pilot_v1/04_features_pilot\7URysGbqZ1w_clip0079_t00467_rev944ms_crf40.pt,1,frame_reverse,495,65,127,252,ok
mHTLamr-Zqk_clip0037_t00383_rev997ms_crf40,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0037_t00383_rev997ms_crf40.pt,1,frame_reverse,505,64,126,250,ok
CklYiLA4DZc_clip0018_t00335_rev664ms_crf40,archive/pilot_v1/04_features_pilot\CklYiLA4DZc_clip0018_t00335_rev664ms_crf40.pt,1,frame_reverse,506,96,191,380,ok
7630694439006080277_clip0000_t00018_rev727ms_crf40,archive/pilot_v1/04_features_pilot\7630694439006080277_clip0000_t00018_rev727ms_crf40.pt,1,frame_reverse,507,83,163,324,ok
MpVfVbPdmis_clip0063_t00770_rev860ms_crf30,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0063_t00770_rev860ms_crf30.pt,1,frame_reverse,513,53,105,208,ok
MpVfVbPdmis_clip0064_t00772_rev590ms_crf30,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0064_t00772_rev590ms_crf30.pt,1,frame_reverse,513,70,139,275,ok
MpVfVbPdmis_clip0065_t00775_rev692ms_crf40,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0065_t00775_rev692ms_crf40.pt,1,frame_reverse,513,119,236,470,ok
9fvi4IXr6rQ_clip0067_t00615_rev780ms_crf40,archive/pilot_v1/04_features_pilot\9fvi4IXr6rQ_clip0067_t00615_rev780ms_crf40.pt,1,frame_reverse,514,167,332,663,ok
0PsGwmgAI-k_clip0031_t00700_rev858ms_crf40,archive/pilot_v1/04_features_pilot\0PsGwmgAI-k_clip0031_t00700_rev858ms_crf40.pt,1,frame_reverse,517,125,247,491,ok
0wOdyRpc0wc_clip0015_t00145_rev807ms_crf23,archive/pilot_v1/04_features_pilot\0wOdyRpc0wc_clip0015_t00145_rev807ms_crf23.pt,1,frame_reverse,520,134,265,528,ok
7604463316362104082_clip0002_t00011_rev322ms_crf23,archive/pilot_v1/04_features_pilot\7604463316362104082_clip0002_t00011_rev322ms_crf23.pt,1,frame_reverse,525,125,247,491,ok
bhO764uZyDA_clip0069_t00403_rev520ms_crf35,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0069_t00403_rev520ms_crf35.pt,1,frame_reverse,528,82,161,319,ok
F1JQOFSjVZg_clip0021_t00244_rev807ms_crf23,archive/pilot_v1/04_features_pilot\F1JQOFSjVZg_clip0021_t00244_rev807ms_crf23.pt,1,frame_reverse,539,62,122,243,ok
WsHg9aCVIw0_clip0025_t00235_rev781ms_crf23,archive/pilot_v1/04_features_pilot\WsHg9aCVIw0_clip0025_t00235_rev781ms_crf23.pt,1,frame_reverse,544,90,179,356,ok
jInLQAiBlVQ_clip0011_t00276_rev332ms_crf23,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0011_t00276_rev332ms_crf23.pt,1,frame_reverse,549,94,185,368,ok
7626359347529960724_clip0005_t00032_rev761ms_crf35,archive/pilot_v1/04_features_pilot\7626359347529960724_clip0005_t00032_rev761ms_crf35.pt,1,frame_reverse,550,81,158,315,ok
3tEN20uif6g_clip0080_t01088_rev523ms_crf30,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0080_t01088_rev523ms_crf30.pt,1,frame_reverse,557,130,258,514,ok
3tEN20uif6g_clip0084_t01110_rev611ms_crf40,archive/pilot_v1/04_features_pilot\3tEN20uif6g_clip0084_t01110_rev611ms_crf40.pt,1,frame_reverse,557,115,229,456,ok
hjEoiiSe0is_clip0043_t00609_rev885ms_crf35,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0043_t00609_rev885ms_crf35.pt,1,frame_reverse,560,80,158,315,ok
hjEoiiSe0is_clip0044_t00613_rev731ms_crf30,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0044_t00613_rev731ms_crf30.pt,1,frame_reverse,560,59,117,231,ok
hjEoiiSe0is_clip0045_t00615_rev872ms_crf23,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0045_t00615_rev872ms_crf23.pt,1,frame_reverse,560,79,157,312,ok
0wOdyRpc0wc_clip0032_t00281_rev420ms_crf23,archive/pilot_v1/04_features_pilot\0wOdyRpc0wc_clip0032_t00281_rev420ms_crf23.pt,1,frame_reverse,579,125,248,493,ok
0-fu0N-npmg_clip0028_t00336_rev372ms_crf35,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0028_t00336_rev372ms_crf35.pt,1,frame_reverse,580,99,197,391,ok
b9_oesdIz-M_clip0073_t00732_rev702ms_crf30,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0073_t00732_rev702ms_crf30.pt,1,frame_reverse,590,159,316,630,ok
7624919664694398229_clip0000_t00045_rev870ms_crf40,archive/pilot_v1/04_features_pilot\7624919664694398229_clip0000_t00045_rev870ms_crf40.pt,1,frame_reverse,597,64,126,250,ok
FufWLL1IIrQ_clip0057_t00370_rev875ms_crf40,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0057_t00370_rev875ms_crf40.pt,1,frame_reverse,618,189,374,747,ok
FufWLL1IIrQ_clip0058_t00378_rev903ms_crf35,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0058_t00378_rev903ms_crf35.pt,1,frame_reverse,618,129,254,505,ok
FufWLL1IIrQ_clip0061_t00396_rev568ms_crf35,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0061_t00396_rev568ms_crf35.pt,1,frame_reverse,618,99,194,387,ok
FufWLL1IIrQ_clip0062_t00402_rev682ms_crf30,archive/pilot_v1/04_features_pilot\FufWLL1IIrQ_clip0062_t00402_rev682ms_crf30.pt,1,frame_reverse,618,84,165,329,ok
gHsxuixSqz0_clip0022_t00229_rev311ms_crf23,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0022_t00229_rev311ms_crf23.pt,1,frame_reverse,624,124,247,491,ok
_UEZaDjz02I_clip0028_t00315_rev750ms_crf35,archive/pilot_v1/04_features_pilot\_UEZaDjz02I_clip0028_t00315_rev750ms_crf35.pt,1,frame_reverse,628,68,132,261,ok
I-uqcg6HtaQ_clip0074_t00854_rev619ms_crf23,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0074_t00854_rev619ms_crf23.pt,1,frame_reverse,629,97,193,384,ok
qh78i88JEiU_clip0036_t00416_rev686ms_crf23,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0036_t00416_rev686ms_crf23.pt,1,frame_reverse,637,99,197,391,ok
qh78i88JEiU_clip0038_t00428_rev723ms_crf30,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0038_t00428_rev723ms_crf30.pt,1,frame_reverse,637,158,315,628,ok
0-fu0N-npmg_clip0009_t00123_rev845ms_crf30,archive/pilot_v1/04_features_pilot\0-fu0N-npmg_clip0009_t00123_rev845ms_crf30.pt,1,frame_reverse,652,83,164,326,ok
b9_oesdIz-M_clip0082_t00799_rev737ms_crf23,archive/pilot_v1/04_features_pilot\b9_oesdIz-M_clip0082_t00799_rev737ms_crf23.pt,1,frame_reverse,666,51,100,199,ok
CHkaAtJLN3E_clip0048_t00758_rev378ms_crf35,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0048_t00758_rev378ms_crf35.pt,1,frame_reverse,667,124,247,491,ok
t6uBz4HwSTg_clip0023_t00428_rev359ms_crf23,archive/pilot_v1/04_features_pilot\t6uBz4HwSTg_clip0023_t00428_rev359ms_crf23.pt,1,frame_reverse,674,60,117,231,ok
t6uBz4HwSTg_clip0025_t00433_rev647ms_crf35,archive/pilot_v1/04_features_pilot\t6uBz4HwSTg_clip0025_t00433_rev647ms_crf35.pt,1,frame_reverse,674,155,307,612,ok
wKaFsRX95YY_clip0038_t00468_rev417ms_crf35,archive/pilot_v1/04_features_pilot\wKaFsRX95YY_clip0038_t00468_rev417ms_crf35.pt,1,frame_reverse,680,59,117,231,ok
usfv-YmWPBs_clip0074_t01146_rev949ms_crf35,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0074_t01146_rev949ms_crf35.pt,1,frame_reverse,684,75,149,296,ok
usfv-YmWPBs_clip0076_t01158_rev778ms_crf35,archive/pilot_v1/04_features_pilot\usfv-YmWPBs_clip0076_t01158_rev778ms_crf35.pt,1,frame_reverse,684,51,100,199,ok
Wv2KVSy4j3E_clip0059_t00544_rev969ms_crf30,archive/pilot_v1/04_features_pilot\Wv2KVSy4j3E_clip0059_t00544_rev969ms_crf30.pt,1,frame_reverse,686,56,108,215,ok
MpVfVbPdmis_clip0089_t01026_rev943ms_crf35,archive/pilot_v1/04_features_pilot\MpVfVbPdmis_clip0089_t01026_rev943ms_crf35.pt,1,frame_reverse,687,124,247,491,ok
jInLQAiBlVQ_clip0039_t00722_rev369ms_crf35,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0039_t00722_rev369ms_crf35.pt,1,frame_reverse,689,63,123,245,ok
jInLQAiBlVQ_clip0042_t00742_rev712ms_crf23,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0042_t00742_rev712ms_crf23.pt,1,frame_reverse,689,68,134,266,ok
7634057975606365461_clip0000_t00047_rev900ms_crf40,archive/pilot_v1/04_features_pilot\7634057975606365461_clip0000_t00047_rev900ms_crf40.pt,1,frame_reverse,703,98,193,384,ok
0rNleOYzisw_clip0034_t00524_rev759ms_crf40,archive/pilot_v1/04_features_pilot\0rNleOYzisw_clip0034_t00524_rev759ms_crf40.pt,1,frame_reverse,704,107,213,424,ok
tFTh1jkOT9Q_clip0026_t00451_rev425ms_crf35,archive/pilot_v1/04_features_pilot\tFTh1jkOT9Q_clip0026_t00451_rev425ms_crf35.pt,1,frame_reverse,722,61,121,240,ok
gHsxuixSqz0_clip0034_t00337_rev401ms_crf35,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0034_t00337_rev401ms_crf35.pt,1,frame_reverse,723,124,247,491,ok
7644036486509153554_clip0003_t00050_rev939ms_crf30,archive/pilot_v1/04_features_pilot\7644036486509153554_clip0003_t00050_rev939ms_crf30.pt,1,frame_reverse,726,174,346,691,ok
lq_tau31IE0_clip0031_t00642_rev372ms_crf30,archive/pilot_v1/04_features_pilot\lq_tau31IE0_clip0031_t00642_rev372ms_crf30.pt,1,frame_reverse,728,124,247,491,ok
Xigg3vUV2Gw_clip0046_t00688_rev661ms_crf30,archive/pilot_v1/04_features_pilot\Xigg3vUV2Gw_clip0046_t00688_rev661ms_crf30.pt,1,frame_reverse,742,99,195,389,ok
gHsxuixSqz0_clip0080_t00844_rev674ms_crf30,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0080_t00844_rev674ms_crf30.pt,1,frame_reverse,745,150,299,596,ok
Nw3N73GJ2Zo_clip0013_t00265_rev815ms_crf23,archive/pilot_v1/04_features_pilot\Nw3N73GJ2Zo_clip0013_t00265_rev815ms_crf23.pt,1,frame_reverse,762,124,247,491,ok
UnodrLYWJYI_clip0093_t00965_rev515ms_crf35,archive/pilot_v1/04_features_pilot\UnodrLYWJYI_clip0093_t00965_rev515ms_crf35.pt,1,frame_reverse,767,168,332,663,ok
CHkaAtJLN3E_clip0003_t00084_rev621ms_crf23,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0003_t00084_rev621ms_crf23.pt,1,frame_reverse,773,124,247,491,ok
gHsxuixSqz0_clip0071_t00763_rev706ms_crf40,archive/pilot_v1/04_features_pilot\gHsxuixSqz0_clip0071_t00763_rev706ms_crf40.pt,1,frame_reverse,777,124,247,491,ok
cVabKjWav-Y_clip0011_t00114_rev421ms_crf30,archive/pilot_v1/04_features_pilot\cVabKjWav-Y_clip0011_t00114_rev421ms_crf30.pt,1,frame_reverse,788,125,247,491,ok
hjEoiiSe0is_clip0050_t00704_rev983ms_crf40,archive/pilot_v1/04_features_pilot\hjEoiiSe0is_clip0050_t00704_rev983ms_crf40.pt,1,frame_reverse,795,124,247,491,ok
Wv2KVSy4j3E_clip0051_t00429_rev385ms_crf40,archive/pilot_v1/04_features_pilot\Wv2KVSy4j3E_clip0051_t00429_rev385ms_crf40.pt,1,frame_reverse,798,100,199,396,ok
CHkaAtJLN3E_clip0012_t00142_rev921ms_crf35,archive/pilot_v1/04_features_pilot\CHkaAtJLN3E_clip0012_t00142_rev921ms_crf35.pt,1,frame_reverse,813,55,108,215,ok
I-uqcg6HtaQ_clip0073_t00832_rev865ms_crf30,archive/pilot_v1/04_features_pilot\I-uqcg6HtaQ_clip0073_t00832_rev865ms_crf30.pt,1,frame_reverse,815,124,247,491,ok
aArTJcMMmTw_clip0021_t00329_rev426ms_crf30,archive/pilot_v1/04_features_pilot\aArTJcMMmTw_clip0021_t00329_rev426ms_crf30.pt,1,frame_reverse,819,129,257,512,ok
jInLQAiBlVQ_clip0030_t00571_rev965ms_crf35,archive/pilot_v1/04_features_pilot\jInLQAiBlVQ_clip0030_t00571_rev965ms_crf35.pt,1,frame_reverse,820,209,415,828,ok
mHTLamr-Zqk_clip0070_t00723_rev762ms_crf30,archive/pilot_v1/04_features_pilot\mHTLamr-Zqk_clip0070_t00723_rev762ms_crf30.pt,1,frame_reverse,821,95,187,373,ok
bhO764uZyDA_clip0012_t00051_rev780ms_crf23,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0012_t00051_rev780ms_crf23.pt,1,frame_reverse,822,93,184,366,ok
bhO764uZyDA_clip0013_t00055_rev632ms_crf35,archive/pilot_v1/04_features_pilot\bhO764uZyDA_clip0013_t00055_rev632ms_crf35.pt,1,frame_reverse,822,54,105,208,ok
qh78i88JEiU_clip0019_t00202_rev751ms_crf30,archive/pilot_v1/04_features_pilot\qh78i88JEiU_clip0019_t00202_rev751ms_crf30.pt,1,frame_reverse,824,51,100,199,ok
